employeeID,courseId,partner,course,expected_skills,rating,level,certificateType,duration,designation,userSkills,points,department
EMP3630437342244703,Human Resources Analytics,"University of California, Irvine",Human Resources Analytics,"{"" Human Resources"","" People Analysis"","" Business Analysis"","" Employee Relations"","" Human Resources Operations"","" Leadership and Management"","" People Development"","" Communication"","" Data Visualization"","" Influencing"","" Storytelling"","" Data Analysis""}",4.6,Mixed,Course,1 - 4 Weeks,Strategy Consultant,"['Business Analysis', 'Communication', 'Leadership']",147,Core Consulting
EMP3630437342244703,Supply Chain Principles,Georgia Institute of Technology,Supply Chain Principles,"{"" Leadership and Management"","" Supply Chain Systems"","" Supply Chain and Logistics"","" Operations Management"","" Strategy and Operations"","" Inventory Management"","" Planning"","" Transportation Operations Management"","" Material Handling"","" Procurement"","" Supplier Relationship Management"","" Warehouse Management""}",4.6,Mixed,Course,1 - 3 Months,Strategy Consultant,"['Business Analysis', 'Communication', 'Leadership']",147,Core Consulting
EMP3630437342244703,Food & Beverage Management,Università Bocconi,Food & Beverage Management,"{"" Design and Product"","" Marketing"","" Business Analysis"","" Customer Analysis"","" Product Marketing"","" Product Strategy"","" Brand Management"","" Leadership and Management"","" Market Analysis"","" Sales"","" Strategy"","" Strategy and Operations""}",4.8,Mixed,Course,1 - 3 Months,Strategy Consultant,"['Business Analysis', 'Communication', 'Leadership']",147,Core Consulting
EMP3630437342244703,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,Become a CBRS Certified Professional Installer by Google,"{"" Communication"","" SAS (Software)"","" Regulations and Compliance"","" Systems Design"","" System Security"","" Network Architecture"","" Process Analysis"","" Training"","" Decision Making"","" Operating Systems"","" Leadership and Management""}",4.6,Mixed,Course,1 - 3 Months,Strategy Consultant,"['Business Analysis', 'Communication', 'Leadership']",147,Core Consulting
EMP5657941292158989,The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,The Manager's Toolkit: A Practical Guide to Managing People at Work,"{"" Human Resources"","" Leadership and Management"","" People Management"","" Conflict Management"","" Decision Making"","" Human Resources Operations"","" People Analysis"","" Performance Management"","" Recruitment"","" Business Analysis"","" Employee Relations"","" Leadership Development"","" Organizational Development"","" People Development""}",4.7,Mixed,Course,1 - 3 Months,Junior Business Analyst,"['Business Analysis', 'Data Analysis']",105,Core Consulting
EMP5657941292158989,Human Resources Analytics,"University of California, Irvine",Human Resources Analytics,"{"" Human Resources"","" People Analysis"","" Business Analysis"","" Employee Relations"","" Human Resources Operations"","" Leadership and Management"","" People Development"","" Communication"","" Data Visualization"","" Influencing"","" Storytelling"","" Data Analysis""}",4.6,Mixed,Course,1 - 4 Weeks,Junior Business Analyst,"['Business Analysis', 'Data Analysis']",105,Core Consulting
EMP5657941292158989,Food & Beverage Management,Università Bocconi,Food & Beverage Management,"{"" Design and Product"","" Marketing"","" Business Analysis"","" Customer Analysis"","" Product Marketing"","" Product Strategy"","" Brand Management"","" Leadership and Management"","" Market Analysis"","" Sales"","" Strategy"","" Strategy and Operations""}",4.8,Mixed,Course,1 - 3 Months,Junior Business Analyst,"['Business Analysis', 'Data Analysis']",105,Core Consulting
EMP5657941292158989,Management of Fashion and Luxury Companies,Università Bocconi,Management of Fashion and Luxury Companies,"{"" Brand Management"","" Leadership and Management"","" Marketing"","" Retail Sales"","" Strategy"","" Business Analysis"","" Communication"","" Customer Analysis"","" Media Strategy & Planning"","" Product Design"","" Product Development""}",4.7,Mixed,Course,1 - 3 Months,Junior Business Analyst,"['Business Analysis', 'Data Analysis']",105,Core Consulting
EMP5657941292158989,Introduction to Spreadsheets and Models,University of Pennsylvania,Introduction to Spreadsheets and Models,"{"" Data Analysis"","" Forecasting"","" General Statistics"","" Microsoft Excel"","" Spreadsheet Software"","" Statistical Analysis"","" Basic Descriptive Statistics"","" Business Analysis"","" Statistical Tests"","" Correlation And Dependence"","" Computer Programming""}",4.2,Mixed,Course,1 - 4 Weeks,Junior Business Analyst,"['Business Analysis', 'Data Analysis']",105,Core Consulting
EMP1834491878698133,HTML CSS and Javascript for Web Developers,Johns Hopkins University,HTML CSS and Javascript for Web Developers,"{"" Front-End Web Development"","" HTML and CSS"","" Javascript"","" Web Development""}",4.7,Mixed,Course,1 - 3 Months,Frontend Developer,"['React', 'Angular', 'JavaScript', 'HTML']",287,Full Stack Development
EMP1977651094875295,The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,The Manager's Toolkit: A Practical Guide to Managing People at Work,"{"" Human Resources"","" Leadership and Management"","" People Management"","" Conflict Management"","" Decision Making"","" Human Resources Operations"","" People Analysis"","" Performance Management"","" Recruitment"","" Business Analysis"","" Employee Relations"","" Leadership Development"","" Organizational Development"","" People Development""}",4.7,Mixed,Course,1 - 3 Months,Strategy Consultant,"['Data Analysis', 'Strategy', 'Business Analysis', 'Communication']",230,Core Consulting
EMP1977651094875295,Human Resources Analytics,"University of California, Irvine",Human Resources Analytics,"{"" Human Resources"","" People Analysis"","" Business Analysis"","" Employee Relations"","" Human Resources Operations"","" Leadership and Management"","" People Development"","" Communication"","" Data Visualization"","" Influencing"","" Storytelling"","" Data Analysis""}",4.6,Mixed,Course,1 - 4 Weeks,Strategy Consultant,"['Data Analysis', 'Strategy', 'Business Analysis', 'Communication']",230,Core Consulting
EMP1977651094875295,Supply Chain Principles,Georgia Institute of Technology,Supply Chain Principles,"{"" Leadership and Management"","" Supply Chain Systems"","" Supply Chain and Logistics"","" Operations Management"","" Strategy and Operations"","" Inventory Management"","" Planning"","" Transportation Operations Management"","" Material Handling"","" Procurement"","" Supplier Relationship Management"","" Warehouse Management""}",4.6,Mixed,Course,1 - 3 Months,Strategy Consultant,"['Data Analysis', 'Strategy', 'Business Analysis', 'Communication']",230,Core Consulting
EMP1977651094875295,Food & Beverage Management,Università Bocconi,Food & Beverage Management,"{"" Design and Product"","" Marketing"","" Business Analysis"","" Customer Analysis"","" Product Marketing"","" Product Strategy"","" Brand Management"","" Leadership and Management"","" Market Analysis"","" Sales"","" Strategy"","" Strategy and Operations""}",4.8,Mixed,Course,1 - 3 Months,Strategy Consultant,"['Data Analysis', 'Strategy', 'Business Analysis', 'Communication']",230,Core Consulting
EMP1977651094875295,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,Become a CBRS Certified Professional Installer by Google,"{"" Communication"","" SAS (Software)"","" Regulations and Compliance"","" Systems Design"","" System Security"","" Network Architecture"","" Process Analysis"","" Training"","" Decision Making"","" Operating Systems"","" Leadership and Management""}",4.6,Mixed,Course,1 - 3 Months,Strategy Consultant,"['Data Analysis', 'Strategy', 'Business Analysis', 'Communication']",230,Core Consulting
EMP2729454059785117,Introduction to Spreadsheets and Models,University of Pennsylvania,Introduction to Spreadsheets and Models,"{"" Data Analysis"","" Forecasting"","" General Statistics"","" Microsoft Excel"","" Spreadsheet Software"","" Statistical Analysis"","" Basic Descriptive Statistics"","" Business Analysis"","" Statistical Tests"","" Correlation And Dependence"","" Computer Programming""}",4.2,Mixed,Course,1 - 4 Weeks,Data Analyst,"['SQL', 'Excel', 'Data Visualization', 'Data Analysis']",133,Data Science
EMP8012964271457240,HTML CSS and Javascript for Web Developers,Johns Hopkins University,HTML CSS and Javascript for Web Developers,"{"" Front-End Web Development"","" HTML and CSS"","" Javascript"","" Web Development""}",4.7,Mixed,Course,1 - 3 Months,Senior Full Stack Developer,"['DevOps', 'CSS', 'React']",129,Full Stack Development
EMP4520254875654984,Human Resources Analytics,"University of California, Irvine",Human Resources Analytics,"{"" Human Resources"","" People Analysis"","" Business Analysis"","" Employee Relations"","" Human Resources Operations"","" Leadership and Management"","" People Development"","" Communication"","" Data Visualization"","" Influencing"","" Storytelling"","" Data Analysis""}",4.6,Mixed,Course,1 - 4 Weeks,Business Analyst,"['Communication', 'SQL']",165,Core Consulting
EMP4520254875654984,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,Become a CBRS Certified Professional Installer by Google,"{"" Communication"","" SAS (Software)"","" Regulations and Compliance"","" Systems Design"","" System Security"","" Network Architecture"","" Process Analysis"","" Training"","" Decision Making"","" Operating Systems"","" Leadership and Management""}",4.6,Mixed,Course,1 - 3 Months,Business Analyst,"['Communication', 'SQL']",165,Core Consulting
EMP4520254875654984,Management of Fashion and Luxury Companies,Università Bocconi,Management of Fashion and Luxury Companies,"{"" Brand Management"","" Leadership and Management"","" Marketing"","" Retail Sales"","" Strategy"","" Business Analysis"","" Communication"","" Customer Analysis"","" Media Strategy & Planning"","" Product Design"","" Product Development""}",4.7,Mixed,Course,1 - 3 Months,Business Analyst,"['Communication', 'SQL']",165,Core Consulting
EMP4520254875654984,Principles of Management,Johns Hopkins University,Principles of Management,"{"" Leadership and Management"","" Planning"","" Strategy"","" Critical Thinking"","" Operations Management"","" People Management"","" Strategy and Operations"","" Business Communication"","" Business Intelligence"","" Organizational Development"","" Project Management""}",4.7,Mixed,Course,1 - 4 Weeks,Business Analyst,"['Communication', 'SQL']",165,Core Consulting
EMP4520254875654984,Introduction to Marketing,University of Pennsylvania,Introduction to Marketing,"{"" Brand Management"","" Customer Analysis"","" Market Analysis"","" Marketing"","" Marketing Design"","" Product Marketing"","" Product Strategy"","" Strategy"","" Customer Relationship Management"","" Digital Marketing"","" Communication""}",4.8,Mixed,Course,1 - 3 Months,Business Analyst,"['Communication', 'SQL']",165,Core Consulting
EMP2252452073572151,The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,The Manager's Toolkit: A Practical Guide to Managing People at Work,"{"" Human Resources"","" Leadership and Management"","" People Management"","" Conflict Management"","" Decision Making"","" Human Resources Operations"","" People Analysis"","" Performance Management"","" Recruitment"","" Business Analysis"","" Employee Relations"","" Leadership Development"","" Organizational Development"","" People Development""}",4.7,Mixed,Course,1 - 3 Months,Business Analyst,"['Problem Solving', 'Communication', 'Business Analysis']",239,Core Consulting
EMP2252452073572151,Human Resources Analytics,"University of California, Irvine",Human Resources Analytics,"{"" Human Resources"","" People Analysis"","" Business Analysis"","" Employee Relations"","" Human Resources Operations"","" Leadership and Management"","" People Development"","" Communication"","" Data Visualization"","" Influencing"","" Storytelling"","" Data Analysis""}",4.6,Mixed,Course,1 - 4 Weeks,Business Analyst,"['Problem Solving', 'Communication', 'Business Analysis']",239,Core Consulting
EMP2252452073572151,Food & Beverage Management,Università Bocconi,Food & Beverage Management,"{"" Design and Product"","" Marketing"","" Business Analysis"","" Customer Analysis"","" Product Marketing"","" Product Strategy"","" Brand Management"","" Leadership and Management"","" Market Analysis"","" Sales"","" Strategy"","" Strategy and Operations""}",4.8,Mixed,Course,1 - 3 Months,Business Analyst,"['Problem Solving', 'Communication', 'Business Analysis']",239,Core Consulting
EMP2252452073572151,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,Become a CBRS Certified Professional Installer by Google,"{"" Communication"","" SAS (Software)"","" Regulations and Compliance"","" Systems Design"","" System Security"","" Network Architecture"","" Process Analysis"","" Training"","" Decision Making"","" Operating Systems"","" Leadership and Management""}",4.6,Mixed,Course,1 - 3 Months,Business Analyst,"['Problem Solving', 'Communication', 'Business Analysis']",239,Core Consulting
EMP2252452073572151,Management of Fashion and Luxury Companies,Università Bocconi,Management of Fashion and Luxury Companies,"{"" Brand Management"","" Leadership and Management"","" Marketing"","" Retail Sales"","" Strategy"","" Business Analysis"","" Communication"","" Customer Analysis"","" Media Strategy & Planning"","" Product Design"","" Product Development""}",4.7,Mixed,Course,1 - 3 Months,Business Analyst,"['Problem Solving', 'Communication', 'Business Analysis']",239,Core Consulting
EMP1528901532223098,HTML CSS and Javascript for Web Developers,Johns Hopkins University,HTML CSS and Javascript for Web Developers,"{"" Front-End Web Development"","" HTML and CSS"","" Javascript"","" Web Development""}",4.7,Mixed,Course,1 - 3 Months,Full Stack Developer,"['JavaScript', 'Node.js', 'HTML', 'Databases', 'CSS']",255,Full Stack Development
EMP7182098205986628,Human Resources Analytics,"University of California, Irvine",Human Resources Analytics,"{"" Human Resources"","" People Analysis"","" Business Analysis"","" Employee Relations"","" Human Resources Operations"","" Leadership and Management"","" People Development"","" Communication"","" Data Visualization"","" Influencing"","" Storytelling"","" Data Analysis""}",4.6,Mixed,Course,1 - 4 Weeks,Strategy Consultant,"['Communication', 'Data Analysis']",156,Core Consulting
EMP7182098205986628,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,Become a CBRS Certified Professional Installer by Google,"{"" Communication"","" SAS (Software)"","" Regulations and Compliance"","" Systems Design"","" System Security"","" Network Architecture"","" Process Analysis"","" Training"","" Decision Making"","" Operating Systems"","" Leadership and Management""}",4.6,Mixed,Course,1 - 3 Months,Strategy Consultant,"['Communication', 'Data Analysis']",156,Core Consulting
EMP7182098205986628,Management of Fashion and Luxury Companies,Università Bocconi,Management of Fashion and Luxury Companies,"{"" Brand Management"","" Leadership and Management"","" Marketing"","" Retail Sales"","" Strategy"","" Business Analysis"","" Communication"","" Customer Analysis"","" Media Strategy & Planning"","" Product Design"","" Product Development""}",4.7,Mixed,Course,1 - 3 Months,Strategy Consultant,"['Communication', 'Data Analysis']",156,Core Consulting
EMP7182098205986628,Principles of Management,Johns Hopkins University,Principles of Management,"{"" Leadership and Management"","" Planning"","" Strategy"","" Critical Thinking"","" Operations Management"","" People Management"","" Strategy and Operations"","" Business Communication"","" Business Intelligence"","" Organizational Development"","" Project Management""}",4.7,Mixed,Course,1 - 4 Weeks,Strategy Consultant,"['Communication', 'Data Analysis']",156,Core Consulting
EMP7182098205986628,Introduction to Marketing,University of Pennsylvania,Introduction to Marketing,"{"" Brand Management"","" Customer Analysis"","" Market Analysis"","" Marketing"","" Marketing Design"","" Product Marketing"","" Product Strategy"","" Strategy"","" Customer Relationship Management"","" Digital Marketing"","" Communication""}",4.8,Mixed,Course,1 - 3 Months,Strategy Consultant,"['Communication', 'Data Analysis']",156,Core Consulting
EMP4076175361721846,Introduction to Spreadsheets and Models,University of Pennsylvania,Introduction to Spreadsheets and Models,"{"" Data Analysis"","" Forecasting"","" General Statistics"","" Microsoft Excel"","" Spreadsheet Software"","" Statistical Analysis"","" Basic Descriptive Statistics"","" Business Analysis"","" Statistical Tests"","" Correlation And Dependence"","" Computer Programming""}",4.2,Mixed,Course,1 - 4 Weeks,Junior Data Scientist,"['Machine Learning', 'Python Programming', 'Statistics']",215,Data Science
EMP3682283799363315,The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,The Manager's Toolkit: A Practical Guide to Managing People at Work,"{"" Human Resources"","" Leadership and Management"","" People Management"","" Conflict Management"","" Decision Making"","" Human Resources Operations"","" People Analysis"","" Performance Management"","" Recruitment"","" Business Analysis"","" Employee Relations"","" Leadership Development"","" Organizational Development"","" People Development""}",4.7,Mixed,Course,1 - 3 Months,Strategy Consultant,"['Communication', 'Business Analysis', 'Leadership']",292,Core Consulting
EMP3682283799363315,Human Resources Analytics,"University of California, Irvine",Human Resources Analytics,"{"" Human Resources"","" People Analysis"","" Business Analysis"","" Employee Relations"","" Human Resources Operations"","" Leadership and Management"","" People Development"","" Communication"","" Data Visualization"","" Influencing"","" Storytelling"","" Data Analysis""}",4.6,Mixed,Course,1 - 4 Weeks,Strategy Consultant,"['Communication', 'Business Analysis', 'Leadership']",292,Core Consulting
EMP3682283799363315,Supply Chain Principles,Georgia Institute of Technology,Supply Chain Principles,"{"" Leadership and Management"","" Supply Chain Systems"","" Supply Chain and Logistics"","" Operations Management"","" Strategy and Operations"","" Inventory Management"","" Planning"","" Transportation Operations Management"","" Material Handling"","" Procurement"","" Supplier Relationship Management"","" Warehouse Management""}",4.6,Mixed,Course,1 - 3 Months,Strategy Consultant,"['Communication', 'Business Analysis', 'Leadership']",292,Core Consulting
EMP3682283799363315,Food & Beverage Management,Università Bocconi,Food & Beverage Management,"{"" Design and Product"","" Marketing"","" Business Analysis"","" Customer Analysis"","" Product Marketing"","" Product Strategy"","" Brand Management"","" Leadership and Management"","" Market Analysis"","" Sales"","" Strategy"","" Strategy and Operations""}",4.8,Mixed,Course,1 - 3 Months,Strategy Consultant,"['Communication', 'Business Analysis', 'Leadership']",292,Core Consulting
EMP3682283799363315,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,Become a CBRS Certified Professional Installer by Google,"{"" Communication"","" SAS (Software)"","" Regulations and Compliance"","" Systems Design"","" System Security"","" Network Architecture"","" Process Analysis"","" Training"","" Decision Making"","" Operating Systems"","" Leadership and Management""}",4.6,Mixed,Course,1 - 3 Months,Strategy Consultant,"['Communication', 'Business Analysis', 'Leadership']",292,Core Consulting
EMP9505509490098279,The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,The Manager's Toolkit: A Practical Guide to Managing People at Work,"{"" Human Resources"","" Leadership and Management"","" People Management"","" Conflict Management"","" Decision Making"","" Human Resources Operations"","" People Analysis"","" Performance Management"","" Recruitment"","" Business Analysis"","" Employee Relations"","" Leadership Development"","" Organizational Development"","" People Development""}",4.7,Mixed,Course,1 - 3 Months,Junior Business Analyst,"['Business Analysis', 'Data Analysis']",106,Core Consulting
EMP9505509490098279,Human Resources Analytics,"University of California, Irvine",Human Resources Analytics,"{"" Human Resources"","" People Analysis"","" Business Analysis"","" Employee Relations"","" Human Resources Operations"","" Leadership and Management"","" People Development"","" Communication"","" Data Visualization"","" Influencing"","" Storytelling"","" Data Analysis""}",4.6,Mixed,Course,1 - 4 Weeks,Junior Business Analyst,"['Business Analysis', 'Data Analysis']",106,Core Consulting
EMP9505509490098279,Food & Beverage Management,Università Bocconi,Food & Beverage Management,"{"" Design and Product"","" Marketing"","" Business Analysis"","" Customer Analysis"","" Product Marketing"","" Product Strategy"","" Brand Management"","" Leadership and Management"","" Market Analysis"","" Sales"","" Strategy"","" Strategy and Operations""}",4.8,Mixed,Course,1 - 3 Months,Junior Business Analyst,"['Business Analysis', 'Data Analysis']",106,Core Consulting
EMP9505509490098279,Management of Fashion and Luxury Companies,Università Bocconi,Management of Fashion and Luxury Companies,"{"" Brand Management"","" Leadership and Management"","" Marketing"","" Retail Sales"","" Strategy"","" Business Analysis"","" Communication"","" Customer Analysis"","" Media Strategy & Planning"","" Product Design"","" Product Development""}",4.7,Mixed,Course,1 - 3 Months,Junior Business Analyst,"['Business Analysis', 'Data Analysis']",106,Core Consulting
EMP9505509490098279,Introduction to Spreadsheets and Models,University of Pennsylvania,Introduction to Spreadsheets and Models,"{"" Data Analysis"","" Forecasting"","" General Statistics"","" Microsoft Excel"","" Spreadsheet Software"","" Statistical Analysis"","" Basic Descriptive Statistics"","" Business Analysis"","" Statistical Tests"","" Correlation And Dependence"","" Computer Programming""}",4.2,Mixed,Course,1 - 4 Weeks,Junior Business Analyst,"['Business Analysis', 'Data Analysis']",106,Core Consulting
EMP1067794176259418,Human Resources Analytics,"University of California, Irvine",Human Resources Analytics,"{"" Human Resources"","" People Analysis"","" Business Analysis"","" Employee Relations"","" Human Resources Operations"","" Leadership and Management"","" People Development"","" Communication"","" Data Visualization"","" Influencing"","" Storytelling"","" Data Analysis""}",4.6,Mixed,Course,1 - 4 Weeks,Business Analyst,"['SQL', 'Problem Solving', 'Communication']",262,Core Consulting
EMP1067794176259418,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,Become a CBRS Certified Professional Installer by Google,"{"" Communication"","" SAS (Software)"","" Regulations and Compliance"","" Systems Design"","" System Security"","" Network Architecture"","" Process Analysis"","" Training"","" Decision Making"","" Operating Systems"","" Leadership and Management""}",4.6,Mixed,Course,1 - 3 Months,Business Analyst,"['SQL', 'Problem Solving', 'Communication']",262,Core Consulting
EMP1067794176259418,Management of Fashion and Luxury Companies,Università Bocconi,Management of Fashion and Luxury Companies,"{"" Brand Management"","" Leadership and Management"","" Marketing"","" Retail Sales"","" Strategy"","" Business Analysis"","" Communication"","" Customer Analysis"","" Media Strategy & Planning"","" Product Design"","" Product Development""}",4.7,Mixed,Course,1 - 3 Months,Business Analyst,"['SQL', 'Problem Solving', 'Communication']",262,Core Consulting
EMP1067794176259418,Principles of Management,Johns Hopkins University,Principles of Management,"{"" Leadership and Management"","" Planning"","" Strategy"","" Critical Thinking"","" Operations Management"","" People Management"","" Strategy and Operations"","" Business Communication"","" Business Intelligence"","" Organizational Development"","" Project Management""}",4.7,Mixed,Course,1 - 4 Weeks,Business Analyst,"['SQL', 'Problem Solving', 'Communication']",262,Core Consulting
EMP1067794176259418,Introduction to Marketing,University of Pennsylvania,Introduction to Marketing,"{"" Brand Management"","" Customer Analysis"","" Market Analysis"","" Marketing"","" Marketing Design"","" Product Marketing"","" Product Strategy"","" Strategy"","" Customer Relationship Management"","" Digital Marketing"","" Communication""}",4.8,Mixed,Course,1 - 3 Months,Business Analyst,"['SQL', 'Problem Solving', 'Communication']",262,Core Consulting
EMP1558086377271399,HTML CSS and Javascript for Web Developers,Johns Hopkins University,HTML CSS and Javascript for Web Developers,"{"" Front-End Web Development"","" HTML and CSS"","" Javascript"","" Web Development""}",4.7,Mixed,Course,1 - 3 Months,Full Stack Developer,"['Databases', 'HTML', 'Node.js']",132,Full Stack Development
EMP9180958014360181,Introduction to Spreadsheets and Models,University of Pennsylvania,Introduction to Spreadsheets and Models,"{"" Data Analysis"","" Forecasting"","" General Statistics"","" Microsoft Excel"","" Spreadsheet Software"","" Statistical Analysis"","" Basic Descriptive Statistics"","" Business Analysis"","" Statistical Tests"","" Correlation And Dependence"","" Computer Programming""}",4.2,Mixed,Course,1 - 4 Weeks,Data Analyst,"['Data Analysis', 'Data Visualization', 'SQL', 'Excel']",219,Data Science
EMP5894740692174787,The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,The Manager's Toolkit: A Practical Guide to Managing People at Work,"{"" Human Resources"","" Leadership and Management"","" People Management"","" Conflict Management"","" Decision Making"","" Human Resources Operations"","" People Analysis"","" Performance Management"","" Recruitment"","" Business Analysis"","" Employee Relations"","" Leadership Development"","" Organizational Development"","" People Development""}",4.7,Mixed,Course,1 - 3 Months,Senior Business Analyst,"['Data Analysis', 'Problem Solving', 'Business Analysis', 'SQL', 'Project Management']",191,Core Consulting
EMP5894740692174787,Human Resources Analytics,"University of California, Irvine",Human Resources Analytics,"{"" Human Resources"","" People Analysis"","" Business Analysis"","" Employee Relations"","" Human Resources Operations"","" Leadership and Management"","" People Development"","" Communication"","" Data Visualization"","" Influencing"","" Storytelling"","" Data Analysis""}",4.6,Mixed,Course,1 - 4 Weeks,Senior Business Analyst,"['Data Analysis', 'Problem Solving', 'Business Analysis', 'SQL', 'Project Management']",191,Core Consulting
EMP5894740692174787,Food & Beverage Management,Università Bocconi,Food & Beverage Management,"{"" Design and Product"","" Marketing"","" Business Analysis"","" Customer Analysis"","" Product Marketing"","" Product Strategy"","" Brand Management"","" Leadership and Management"","" Market Analysis"","" Sales"","" Strategy"","" Strategy and Operations""}",4.8,Mixed,Course,1 - 3 Months,Senior Business Analyst,"['Data Analysis', 'Problem Solving', 'Business Analysis', 'SQL', 'Project Management']",191,Core Consulting
EMP5894740692174787,Management of Fashion and Luxury Companies,Università Bocconi,Management of Fashion and Luxury Companies,"{"" Brand Management"","" Leadership and Management"","" Marketing"","" Retail Sales"","" Strategy"","" Business Analysis"","" Communication"","" Customer Analysis"","" Media Strategy & Planning"","" Product Design"","" Product Development""}",4.7,Mixed,Course,1 - 3 Months,Senior Business Analyst,"['Data Analysis', 'Problem Solving', 'Business Analysis', 'SQL', 'Project Management']",191,Core Consulting
EMP5894740692174787,Principles of Management,Johns Hopkins University,Principles of Management,"{"" Leadership and Management"","" Planning"","" Strategy"","" Critical Thinking"","" Operations Management"","" People Management"","" Strategy and Operations"","" Business Communication"","" Business Intelligence"","" Organizational Development"","" Project Management""}",4.7,Mixed,Course,1 - 4 Weeks,Senior Business Analyst,"['Data Analysis', 'Problem Solving', 'Business Analysis', 'SQL', 'Project Management']",191,Core Consulting
EMP6039695364859426,Introduction to Spreadsheets and Models,University of Pennsylvania,Introduction to Spreadsheets and Models,"{"" Data Analysis"","" Forecasting"","" General Statistics"","" Microsoft Excel"","" Spreadsheet Software"","" Statistical Analysis"","" Basic Descriptive Statistics"","" Business Analysis"","" Statistical Tests"","" Correlation And Dependence"","" Computer Programming""}",4.2,Mixed,Course,1 - 4 Weeks,Data Analyst,"['Data Analysis', 'SQL', 'Excel', 'Data Visualization']",110,Data Science
EMP4136762898723240,Human Resources Analytics,"University of California, Irvine",Human Resources Analytics,"{"" Human Resources"","" People Analysis"","" Business Analysis"","" Employee Relations"","" Human Resources Operations"","" Leadership and Management"","" People Development"","" Communication"","" Data Visualization"","" Influencing"","" Storytelling"","" Data Analysis""}",4.6,Mixed,Course,1 - 4 Weeks,Senior Business Analyst,"['Project Management', 'Communication', 'Data Analysis']",177,Core Consulting
EMP4136762898723240,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,Become a CBRS Certified Professional Installer by Google,"{"" Communication"","" SAS (Software)"","" Regulations and Compliance"","" Systems Design"","" System Security"","" Network Architecture"","" Process Analysis"","" Training"","" Decision Making"","" Operating Systems"","" Leadership and Management""}",4.6,Mixed,Course,1 - 3 Months,Senior Business Analyst,"['Project Management', 'Communication', 'Data Analysis']",177,Core Consulting
EMP4136762898723240,Management of Fashion and Luxury Companies,Università Bocconi,Management of Fashion and Luxury Companies,"{"" Brand Management"","" Leadership and Management"","" Marketing"","" Retail Sales"","" Strategy"","" Business Analysis"","" Communication"","" Customer Analysis"","" Media Strategy & Planning"","" Product Design"","" Product Development""}",4.7,Mixed,Course,1 - 3 Months,Senior Business Analyst,"['Project Management', 'Communication', 'Data Analysis']",177,Core Consulting
EMP4136762898723240,Principles of Management,Johns Hopkins University,Principles of Management,"{"" Leadership and Management"","" Planning"","" Strategy"","" Critical Thinking"","" Operations Management"","" People Management"","" Strategy and Operations"","" Business Communication"","" Business Intelligence"","" Organizational Development"","" Project Management""}",4.7,Mixed,Course,1 - 4 Weeks,Senior Business Analyst,"['Project Management', 'Communication', 'Data Analysis']",177,Core Consulting
EMP4136762898723240,Introduction to Marketing,University of Pennsylvania,Introduction to Marketing,"{"" Brand Management"","" Customer Analysis"","" Market Analysis"","" Marketing"","" Marketing Design"","" Product Marketing"","" Product Strategy"","" Strategy"","" Customer Relationship Management"","" Digital Marketing"","" Communication""}",4.8,Mixed,Course,1 - 3 Months,Senior Business Analyst,"['Project Management', 'Communication', 'Data Analysis']",177,Core Consulting
EMP6164644055591014,HTML CSS and Javascript for Web Developers,Johns Hopkins University,HTML CSS and Javascript for Web Developers,"{"" Front-End Web Development"","" HTML and CSS"","" Javascript"","" Web Development""}",4.7,Mixed,Course,1 - 3 Months,Backend Developer,"['Node.js', 'Java', 'Python Programming']",165,Full Stack Development
EMP9199439900163788,The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,The Manager's Toolkit: A Practical Guide to Managing People at Work,"{"" Human Resources"","" Leadership and Management"","" People Management"","" Conflict Management"","" Decision Making"","" Human Resources Operations"","" People Analysis"","" Performance Management"","" Recruitment"","" Business Analysis"","" Employee Relations"","" Leadership Development"","" Organizational Development"","" People Development""}",4.7,Mixed,Course,1 - 3 Months,Senior Business Analyst,"['Data Analysis', 'Business Analysis', 'Communication']",181,Core Consulting
EMP9199439900163788,Human Resources Analytics,"University of California, Irvine",Human Resources Analytics,"{"" Human Resources"","" People Analysis"","" Business Analysis"","" Employee Relations"","" Human Resources Operations"","" Leadership and Management"","" People Development"","" Communication"","" Data Visualization"","" Influencing"","" Storytelling"","" Data Analysis""}",4.6,Mixed,Course,1 - 4 Weeks,Senior Business Analyst,"['Data Analysis', 'Business Analysis', 'Communication']",181,Core Consulting
